X_Error,Y_Error,Z_Error,Clock_Error
-0.9934283066540956,2.3235676884651184,-2.398599144071341,39952.733184490135
0.276528600603342,0.5662777926772833,0.064553789794445,5392.005604400918
-1.2953770756721497,0.6017194949090481,0.1741694523952901,15473.320779567272
-3.046059712767601,2.4189538713544607,-3.759749099612236,59118.77525169366
0.4683067500591278,-0.7779574580490589,-1.0415122397243977,93321.18975307969
0.468273913487792,-0.5029472187161446,0.6556129199452698,83886.96049335507
-3.158425631001592,0.3885382637381553,2.852036234457046,83815.16792436826
-1.534869458526373,1.511583000421524,-0.78774643689394,39304.01021355992
0.9389487728476524,-2.0974142532795668,-1.658647544682026,5166.696413817641
-1.0851200856268406,-3.310814226046205,1.2633030489087105,15996.65872464481
0.92683538608253,0.967122968286276,-0.582405511289835,59873.11361627857
0.9314595069736242,1.2243338339030745,0.7271465882658958,93576.74541196412
-0.4839245434850454,-0.9824153296649456,0.3680647984147072,83309.64390761997
3.826560489833355,0.7160587599501014,4.975644115358591,38448.23433697997
3.826560489833355,0.7160587599501014,4.975644115358591,38448.23433697997
3.449835665524006,0.2787944013252854,0.4435628056526184,-169658.27354741003
1.1245750598609447,-1.4793063029646871,-1.9387386050075293,-113841.50087982952
2.025662239640951,3.8187121748924255,1.2628051117062569,-95584.36741589553
-0.6284946652594954,-2.6366046499460936,-0.1050527356564998,-134522.53200242342
1.816048150882125,-0.1453610472381115,1.5119014140218496,-191594.08142896864
2.824607402086258,0.822986289858818,-0.7208833526819944,-191692.74721095
-2.9312975369393826,0.1784683093428611,0.4330463949590921,-208164.738582803
0.4515526015311479,0.0751412899699062,1.8784830830991268,-168685.61978119137
-0.135056409984827,3.462402606382966,-2.6651029344648123,-113072.83144327853
2.8494963720440865,-2.9898764546960592,-1.8578640278428795,-95718.27187407728
1.0887654490070418,-0.0826512649655342,1.20981352776289,-135382.92958460757
-0.2218451797962188,-0.8860042616724968,-0.9955766182392836,-192317.18983815936
2.3019871562719345,-1.9030995406210425,-1.0748240053653717,-207821.0256103155
-0.7513960357755423,2.042324915120844,-1.2846024706959724,-167705.45084994685
-0.7513960357755423,2.042324915120844,-1.2846024706959724,-167705.45084994685
1.2012773789465427,-0.9469437981024384,3.3885117918252945,41483.84186750479
0.5833874996751547,0.5352821815758944,-2.013213083148002,24229.90612369879
1.2034132238477468,-1.6935415491461754,1.1393979266285896,11286.008990305208
-3.7045563692227006,4.254454839974642,0.715655867010355,15728.783236855135
0.0269944495521485,0.1981886010617017,-5.275763504207134,33009.69855045138
2.1154218576848507,1.2056413106620312,-0.6037467606365681,45945.63658165831
-1.6450898237526417,-0.8645259011536837,0.7726449510082603,41598.40782905495
2.441687300801277,-0.9400883745402098,4.4105887450277805,24296.019283943475
-0.4177271891385317,1.4152517896145582,-2.7795282676815987,24255.079910374803
3.9193402472883454,1.4243477284908297,2.690419342368841,11556.957460203626
2.656372098252177,0.2213307358324527,2.006877806968987,16305.611150262452
-0.393722471781075,1.7932844553142786,0.662704598158598,33670.01631432777
-1.4769331589341164,-1.6839673910290005,-2.832823583856225,46373.33389780056
-0.3427365608513355,0.7384144011884928,-1.5464799730107188,41706.66643039587
-0.3427365608513355,0.7384144011884928,-1.5464799730107188,41706.66643039587
0.2312965653836727,5.813976438643294,0.3156750202178955,68109.42320861101
0.6022073924541473,0.7496441137045622,-0.6165841273032129,76954.3434548632
2.957043981179595,2.077087640762329,1.2007713839411736,85116.14831702292
1.4396884167890676,3.262551631778478,-0.2793073784559965,84427.79497048052
