sat_id,timestamp,modelled_x,modelled_y,modelled_z,modelled_clock,broadcast_x,broadcast_y,broadcast_z,broadcast_clock,X_Error,Y_Error,Z_Error,Clock_Error,Position_Error_Magnitude,a,e,i,RAAN,omega,M
G01,2024-01-01 00:00:00,13906529.083914675,-8587370.810505413,20508487.215343878,14.012126093177486,13906528.090486368,-8587368.486937724,20508484.816744734,12.687447546621112,-0.9934283066540956,2.3235676884651184,-2.3985991440713406,-1.324678546556374,3.484127503017151,26563967.700072348,0.01305347960442,0.9903294508767,-1.609681262806,0.9986756881767,0.204787216381
G01,2024-01-01 02:00:00,17662711.482558444,10268404.314026373,16814772.287996933,-5.6942186494707485,17662711.759087045,10268404.880304165,16814772.352550723,-2.785468966220035,0.27652860060334206,0.5662777926772833,0.06455378979444504,2.9087496832507136,0.6334870142378013,26563986.790953312,0.0130545940483,0.9903301560032,-1.609739761974,0.9986915388941,1.254732735329
G01,2024-01-01 04:00:00,20738542.578922655,16486851.125695456,-4033305.743831498,-7.996242896346027,20738541.28354558,16486851.72741495,-4033305.5696620457,-5.166803445152017,-1.2953770756721497,0.6017194949090481,0.17416945239529014,2.82943945119401,1.4388895429734019,26563971.19973751,0.01305434852839,0.9903333700343,-1.609797223933,0.9986253111297,2.304761443114
G01,2024-01-01 06:00:00,8937637.687873434,14216324.813382715,-21018846.04989443,1.3657039784176117,8937634.641813722,14216327.232336586,-21018849.80964353,7.839895823448712,-3.046059712767601,2.4189538713544607,-3.759749099612236,6.4741918450311005,5.40976255463413,26563948.078354537,0.01305564725772,0.9903353698433,-1.609851931218,0.9986326067022,-2.928469914321
G01,2024-01-01 08:00:00,-9336529.411667446,17798402.3940012,-17535640.939587634,0.7424667374972094,-9336528.943360696,17798401.616043743,-17535641.981099874,4.582449711444622,0.4683067500591278,-0.7779574580490589,-1.0415122397243977,3.8399829739474125,1.3817658137979918,26563947.350895192,0.01305607380345,0.9903374486499,-1.609906802349,0.9986007779935,-1.878474574235
G01,2024-01-01 09:59:44,-15816044.16365192,20800944.36840424,3252656.3183202497,7.138393033487022,-15816043.695378007,20800943.86545702,3252656.9739331696,-1.68480642117688,0.468273913487792,-0.5029472187161446,0.6556129199452698,-8.823199454663902,0.9497708479768372,26563963.315657347,0.01305574784055,0.9903376666247,-1.609961988008,0.9985303809127,-0.8307761676763
G01,2024-01-01 10:00:00,-15814986.77186733,20792838.138936926,3304275.1115184366,8.952907650180165,-15814989.93029296,20792838.52747519,3304277.963554671,12.514458123522143,-3.1584256310015917,0.38853826373815536,2.852036234457046,3.5615504733419776,4.27325696999518,26563963.37463999,0.01305574562866,0.9903376797909,-1.60996211967,0.9985303882272,-0.8284429669463
G01,2024-01-01 11:59:44,-13897117.174825324,8332974.889526214,20620785.423470218,-7.275366812917598,-13897118.709694782,8332976.401109215,20620784.63572378,-1.9088773003027915,-1.534869458526373,1.511583000421524,-0.78774643689394,5.366489512614807,2.2937418927855586,26563968.40787453,0.0130561554106,0.9903387755166,-1.610019675256,0.9985657411056,0.2191511730517
G01,2024-01-01 14:00:00,-17771364.59962195,-10481886.675929202,16575583.88347363,1.7334380820904003,-17771363.66067318,-10481888.773343455,16575582.224826084,0.29475868081346485,0.9389487728476524,-2.0974142532795668,-1.658647544682026,-1.4386794012769355,2.834057696196764,26563997.76181477,0.0130576363299,0.9903396547303,-1.610077279119,0.9986105883222,1.271399167061
G01,2024-01-01 16:00:00,-20693480.536362637,-16458533.85965534,-4392633.573844103,-0.30542611720393276,-20693481.621482722,-16458537.170469565,-4392632.310541054,0.19087171976634237,-1.0851200856268406,-3.3108142260462046,1.2633030489087105,0.49629783697027513,3.70606408916559,26563979.83093608,0.01305745099671,0.9903424971801,-1.610134242223,0.9985351236931,2.321435078255
G01,2024-01-01 18:00:00,-8653650.94860417,-14202887.467176879,-21144923.941547643,-9.285086688150272,-8653650.021768784,-14202886.50005391,-21144924.523953155,-8.405526029502191,0.92683538608253,0.9671229682862759,-0.582405511289835,0.8795606586480815,1.4606665766910611,26563959.147526152,0.01305862946901,0.9903442599964,-1.610188351174,0.9985474575554,-2.911803258762
G01,2024-01-01 20:00:00,9548158.991519524,-17905103.236778293,-17303246.086812723,7.034105744155365,9548159.92297903,-17905102.01244446,-17303245.359666135,0.6977854385703752,0.9314595069736242,1.2243338339030743,0.7271465882658958,-6.33632030558499,1.7015734808694216,26563953.56379129,0.01305923785549,0.9903454669038,-1.610242346017,0.99853024925,-1.861824269711
G01,2024-01-01 22:00:00,15792666.953026844,-20742821.027314026,3670460.7513742,15.031505541849457,15792666.4691023,-20742822.009729356,3670461.1194389984,12.562145004564295,-0.48392454348504543,-0.9824153296649456,0.3680647984147072,-2.469360537285162,1.1553330859886046,26563970.039741788,0.01305895927362,0.9903443858074,-1.610297321016,0.9984581859054,-0.8117917598024
